Product_ID,Product_Name,Category,Subcategory,Estimated_Total_Units_Sold_in_2025,Estimated_Revenue_in_2025_USD,Price_Range_USD,Trend_Score,Trend_Source,Notes,Min_Price,Max_Price,Price_Midpoint,Revenue_Per_Unit,Trend_Category
PROD-2025-0514,Swift Wearable Tech Power Bank,Electronics,Wearable Tech,85239,5753632.5,$18-$117,79.9,Amazon Best Sellers,Trending based on category growth and social media signals.,18,117,67.5,67.5,"""Medium Trend"""
PROD-2025-0515,Wireless Kitchen Gadgets Cleaner,Home & Garden,Kitchen Gadgets,37746,3736854,$94-$104,75.8,Google Trends Breakout,Trending based on category growth and social media signals.,94,104,99,99,"""Medium Trend"""
PROD-2025-0516,Eco Eco-friendly Diapers Toy,Baby,Eco-friendly Diapers,63603,7568757,$98-$140,79.2,Shopify Trending List,Trending based on category growth and social media signals.,98,140,119,119,"""Medium Trend"""
PROD-2025-0517,Wireless Stock Media Guide,Digital Goods,Stock Media,246158,21908062,$57-$121,94.5,Instagram Shop Popular,Trending based on category growth and social media signals.,57,121,89,89,"""High Trend"""
PROD-2025-0518,Aura Indoor Plants Accessories Diffuser,Home & Garden,Indoor Plants Accessories,90326,6503472,$53-$91,74.4,Instagram Shop Popular,Trending based on category growth and social media signals.,53,91,72,72,"""Low Trend"""
PROD-2025-0519,Ergonomic Educational Toys Stroller,Baby,Educational Toys,53408,10120816,$147-$232,76.4,Instagram Shop Popular,Trending based on category growth and social media signals.,147,232,189.5,189.5,"""Medium Trend"""
PROD-2025-0520,Vital Organic Baby Clothing Crib,Baby,Organic Baby Clothing,96557,16752639.5,$139-$208,73.6,Instagram Shop Popular,Trending based on category growth and social media signals.,139,208,173.5,173.5,"""Low Trend"""
PROD-2025-0521,Premium Personal Care Gadgets Oil,Beauty & Skincare,Personal Care Gadgets,15172,2169596,$107-$179,70.5,Shopify Trending List,Trending based on category growth and social media signals.,107,179,143,143,"""Low Trend"""
PROD-2025-0522,Premium SaaS Subscriptions Course,Digital Goods,SaaS Subscriptions,43905,5312505,$108-$134,80.8,Amazon Best Sellers,Trending based on category growth and social media signals.,108,134,121,121,"""Medium Trend"""
PROD-2025-0523,Vital Educational Toys Bottle,Baby,Educational Toys,84696,5759328,$31-$105,81.9,Google Trends Breakout,Trending based on category growth and social media signals.,31,105,68,68,"""Medium Trend"""
PROD-2025-0524,Nano Smart Pet Feeders Treats,Pet,Smart Pet Feeders,69846,9499056,$112-$160,88.4,Google Trends Breakout,Trending based on category growth and social media signals.,112,160,136,136,"""Medium Trend"""
PROD-2025-0525,Smart Athleisure Sneakers,Fashion,Athleisure,29574,3888981,$128-$135,81.5,Google Trends Breakout,Trending based on category growth and social media signals.,128,135,131.5,131.5,"""Medium Trend"""
PROD-2025-0526,Wireless Pet Grooming Tools Bowl,Pet,Pet Grooming Tools,53441,2939255,$51-$59,85.7,Amazon Best Sellers,Trending based on category growth and social media signals.,51,59,55,55,"""Medium Trend"""
PROD-2025-0527,Pure Personal Care Gadgets Lipstick,Beauty & Skincare,Personal Care Gadgets,54581,8732960,$136-$184,86.7,Shopify Trending List,Trending based on category growth and social media signals.,136,184,160,160,"""Medium Trend"""
PROD-2025-0528,Sustainable Kitchen Gadgets Shelf,Home & Garden,Kitchen Gadgets,101388,11558232,$88-$140,94.6,Amazon Best Sellers,Trending based on category growth and social media signals.,88,140,114,114,"""High Trend"""
PROD-2025-0529,Minimalist Phone Accessories Earbuds,Electronics,Phone Accessories,25139,4638145.5,$135-$234,82.2,Google Trends Breakout,Trending based on category growth and social media signals.,135,234,184.5,184.5,"""Medium Trend"""
PROD-2025-0530,Ergonomic Eco-friendly Diapers Stroller,Baby,Eco-friendly Diapers,47159,6177829,$87-$175,72.4,Shopify Trending List,Trending based on category growth and social media signals.,87,175,131,131,"""Low Trend"""
PROD-2025-0531,Pure Zero-waste Kits Utensils,Eco-Friendly,Zero-waste Kits,97838,14480024,$140-$156,70.8,Amazon Best Sellers,Trending based on category growth and social media signals.,140,156,148,148,"""Low Trend"""
PROD-2025-0532,Zen Charging Solutions Speaker,Electronics,Charging Solutions,14585,590692.5,$19-$62,75.9,Shopify Trending List,Trending based on category growth and social media signals.,19,62,40.5,40.5,"""Medium Trend"""
PROD-2025-0533,Zen SaaS Subscriptions Masterclass,Digital Goods,SaaS Subscriptions,34752,5299680,$138-$167,89.1,Amazon Best Sellers,Trending based on category growth and social media signals.,138,167,152.5,152.5,"""Medium Trend"""
PROD-2025-0534,Glow Organic Baby Clothing Bib,Baby,Organic Baby Clothing,182762,24033203,$84-$179,92.6,Shopify Trending List,Trending based on category growth and social media signals.,84,179,131.5,131.5,"""High Trend"""
PROD-2025-0535,Glow Fragrances Oil,Beauty & Skincare,Fragrances,27945,3395317.5,$99-$144,83,Shopify Trending List,Trending based on category growth and social media signals.,99,144,121.5,121.5,"""Medium Trend"""
PROD-2025-0536,Smart Smart Fitness Trackers Dumbbell,Fitness,Smart Fitness Trackers,36544,4293920,$88-$147,84.5,Google Trends Breakout,Trending based on category growth and social media signals.,88,147,117.5,117.5,"""Medium Trend"""
PROD-2025-0537,Minimalist Zero-waste Kits Bottle,Eco-Friendly,Zero-waste Kits,67544,3985096,$21-$97,71.7,Amazon Best Sellers,Trending based on category growth and social media signals.,21,97,59,59,"""Low Trend"""
PROD-2025-0538,Flex Phone Accessories Speaker,Electronics,Phone Accessories,24857,1553562.5,$32-$93,82.8,Amazon Best Sellers,Trending based on category growth and social media signals.,32,93,62.5,62.5,"""Medium Trend"""
PROD-2025-0539,Swift Pet Apparel Toy,Pet,Pet Apparel,353285,41687630,$77-$159,90,Google Trends Breakout,Trending based on category growth and social media signals.,77,159,118,118,"""High Trend"""
PROD-2025-0540,Luxe Home Office Decor Desk,Home & Garden,Home Office Decor,23553,4062892.5,$129-$216,87.4,Google Trends Breakout,Trending based on category growth and social media signals.,129,216,172.5,172.5,"""Medium Trend"""
PROD-2025-0541,Pure Yoga Gear Mat,Fitness,Yoga Gear,47368,7010464,$118-$178,81.3,Shopify Trending List,Trending based on category growth and social media signals.,118,178,148,148,"""Medium Trend"""
PROD-2025-0542,Ergonomic Yoga Gear Scale,Fitness,Yoga Gear,34816,2489344,$50-$93,76.4,Amazon Best Sellers,Trending based on category growth and social media signals.,50,93,71.5,71.5,"""Medium Trend"""
PROD-2025-0543,Wireless Phone Accessories Speaker,Electronics,Phone Accessories,84568,6258032,$41-$107,87.6,Amazon Best Sellers,Trending based on category growth and social media signals.,41,107,74,74,"""Medium Trend"""
PROD-2025-0544,Sustainable Charging Solutions Projector,Electronics,Charging Solutions,74570,9470390,$105-$149,83.5,Instagram Shop Popular,Trending based on category growth and social media signals.,105,149,127,127,"""Medium Trend"""
PROD-2025-0545,Smart Zero-waste Kits Bottle,Eco-Friendly,Zero-waste Kits,35055,1314562.5,$28-$47,70.2,Shopify Trending List,Trending based on category growth and social media signals.,28,47,37.5,37.5,"""Low Trend"""
PROD-2025-0546,Ergonomic Fragrances Lipstick,Beauty & Skincare,Fragrances,79041,11263342.5,$110-$175,83.1,Shopify Trending List,Trending based on category growth and social media signals.,110,175,142.5,142.5,"""Medium Trend"""
PROD-2025-0547,Smart Baby Safety Gear Swaddle,Baby,Baby Safety Gear,23531,3423760.5,$128-$163,71.6,Google Trends Breakout,Trending based on category growth and social media signals.,128,163,145.5,145.5,"""Low Trend"""
PROD-2025-0548,Wireless Korean Skincare Brush,Beauty & Skincare,Korean Skincare,33370,3453795,$76-$131,76.2,Amazon Best Sellers,Trending based on category growth and social media signals.,76,131,103.5,103.5,"""Medium Trend"""
PROD-2025-0549,Smart Upcycled Fashion Brush,Eco-Friendly,Upcycled Fashion,84618,12904245,$121-$184,73.5,Amazon Best Sellers,Trending based on category growth and social media signals.,121,184,152.5,152.5,"""Low Trend"""
PROD-2025-0550,Portable E-books Tool,Digital Goods,E-books,97581,17564580,$140-$220,83.7,Amazon Best Sellers,Trending based on category growth and social media signals.,140,220,180,180,"""Medium Trend"""
PROD-2025-0551,Aura Personal Care Gadgets Perfume,Beauty & Skincare,Personal Care Gadgets,85943,10528017.5,$112-$133,81.2,Amazon Best Sellers,Trending based on category growth and social media signals.,112,133,122.5,122.5,"""Medium Trend"""
PROD-2025-0552,Pure Organic Baby Clothing Swaddle,Baby,Organic Baby Clothing,14801,1428296.5,$56-$137,88.4,Instagram Shop Popular,Trending based on category growth and social media signals.,56,137,96.5,96.5,"""Medium Trend"""
PROD-2025-0553,Wireless Portable Audio Case,Electronics,Portable Audio,79147,3245027,$27-$55,83.4,Shopify Trending List,Trending based on category growth and social media signals.,27,55,41,41,"""Medium Trend"""
PROD-2025-0554,Swift Online Courses Preset,Digital Goods,Online Courses,61645,6133677.5,$64-$135,88.9,Instagram Shop Popular,Trending based on category growth and social media signals.,64,135,99.5,99.5,"""Medium Trend"""
PROD-2025-0555,Aura Wearable Tech Case,Electronics,Wearable Tech,61417,3562186,$17-$99,70.1,Amazon Best Sellers,Trending based on category growth and social media signals.,17,99,58,58,"""Low Trend"""
PROD-2025-0556,Sustainable Recovery Tools Dumbbell,Fitness,Recovery Tools,26032,1548904,$11-$108,84.7,Instagram Shop Popular,Trending based on category growth and social media signals.,11,108,59.5,59.5,"""Medium Trend"""
PROD-2025-0557,Zen Zero-waste Kits Kit,Eco-Friendly,Zero-waste Kits,305669,47225860.5,$122-$187,94.5,Instagram Shop Popular,Trending based on category growth and social media signals.,122,187,154.5,154.5,"""High Trend"""
PROD-2025-0558,Swift Yoga Gear Dumbbell,Fitness,Yoga Gear,27664,4716712,$123-$218,87.7,Google Trends Breakout,Trending based on category growth and social media signals.,123,218,170.5,170.5,"""Medium Trend"""
PROD-2025-0559,Ergonomic Eco-friendly Cleaning Blender,Home & Garden,Eco-friendly Cleaning,24152,3236368,$125-$143,78.5,Shopify Trending List,Trending based on category growth and social media signals.,125,143,134,134,"""Medium Trend"""
PROD-2025-0560,Pure Biodegradable Products Wrap,Eco-Friendly,Biodegradable Products,53632,8876096,$124-$207,79.4,Instagram Shop Popular,Trending based on category growth and social media signals.,124,207,165.5,165.5,"""Medium Trend"""
PROD-2025-0561,Premium Zero-waste Kits Utensils,Eco-Friendly,Zero-waste Kits,43132,7052082,$149-$178,81.2,Shopify Trending List,Trending based on category growth and social media signals.,149,178,163.5,163.5,"""Medium Trend"""
PROD-2025-0562,Portable Educational Toys Bottle,Baby,Educational Toys,59925,3086137.5,$22-$81,74.4,Instagram Shop Popular,Trending based on category growth and social media signals.,22,81,51.5,51.5,"""Low Trend"""
PROD-2025-0563,Glow Footwear Sneakers,Fashion,Footwear,22098,3115818,$99-$183,74.7,Shopify Trending List,Trending based on category growth and social media signals.,99,183,141,141,"""Low Trend"""
PROD-2025-0564,Aura Fragrances Dryer,Beauty & Skincare,Fragrances,485966,42036059,$45-$128,92.7,Amazon Best Sellers,Trending based on category growth and social media signals.,45,128,86.5,86.5,"""High Trend"""
PROD-2025-0565,Wireless Kitchen Gadgets Vacuum,Home & Garden,Kitchen Gadgets,32920,5662240,$124-$220,80.8,Shopify Trending List,Trending based on category growth and social media signals.,124,220,172,172,"""Medium Trend"""
PROD-2025-0566,Vital Recovery Tools Scale,Fitness,Recovery Tools,52993,4318929.5,$47-$116,72.5,Instagram Shop Popular,Trending based on category growth and social media signals.,47,116,81.5,81.5,"""Low Trend"""
PROD-2025-0567,Luxe Footwear Scarf,Fashion,Footwear,31060,2873050,$89-$96,84.2,Shopify Trending List,Trending based on category growth and social media signals.,89,96,92.5,92.5,"""Medium Trend"""
PROD-2025-0568,Wireless Sustainable Apparel Leggings,Fashion,Sustainable Apparel,14379,905877,$40-$86,71.6,Google Trends Breakout,Trending based on category growth and social media signals.,40,86,63,63,"""Low Trend"""
PROD-2025-0569,Nano Personal Care Gadgets Brush,Beauty & Skincare,Personal Care Gadgets,81457,11811265,$134-$156,76.6,Shopify Trending List,Trending based on category growth and social media signals.,134,156,145,145,"""Medium Trend"""
PROD-2025-0570,Organic Charging Solutions Projector,Electronics,Charging Solutions,69678,10765251,$140-$169,80.4,Instagram Shop Popular,Trending based on category growth and social media signals.,140,169,154.5,154.5,"""Medium Trend"""
PROD-2025-0571,Wireless Organic Baby Clothing Monitor,Baby,Organic Baby Clothing,15909,2672712,$127-$209,77.8,Google Trends Breakout,Trending based on category growth and social media signals.,127,209,168,168,"""Medium Trend"""
PROD-2025-0572,Ultra Wearable Tech Adapter,Electronics,Wearable Tech,10869,266290.5,$20-$29,72.5,Instagram Shop Popular,Trending based on category growth and social media signals.,20,29,24.5,24.5,"""Low Trend"""
PROD-2025-0573,Pro Baby Safety Gear Pacifier,Baby,Baby Safety Gear,17160,2376660,$135-$142,75.4,Google Trends Breakout,Trending based on category growth and social media signals.,135,142,138.5,138.5,"""Medium Trend"""
PROD-2025-0574,Pro Interactive Pet Toys Bowl,Pet,Interactive Pet Toys,34212,2942232,$54-$118,88.7,Shopify Trending List,Trending based on category growth and social media signals.,54,118,86,86,"""Medium Trend"""
PROD-2025-0575,Eco Stock Media Tool,Digital Goods,Stock Media,19092,2644242,$118-$159,76.1,Google Trends Breakout,Trending based on category growth and social media signals.,118,159,138.5,138.5,"""Medium Trend"""
PROD-2025-0576,Smart Charging Solutions Earbuds,Electronics,Charging Solutions,49241,7435391,$125-$177,84.7,Google Trends Breakout,Trending based on category growth and social media signals.,125,177,151,151,"""Medium Trend"""
PROD-2025-0577,Pure Smart Baby Monitors Monitor,Baby,Smart Baby Monitors,13970,461010,$14-$52,85.3,Google Trends Breakout,Trending based on category growth and social media signals.,14,52,33,33,"""Medium Trend"""
PROD-2025-0578,Glow Phone Accessories Earbuds,Electronics,Phone Accessories,47849,3253732,$43-$93,89.1,Shopify Trending List,Trending based on category growth and social media signals.,43,93,68,68,"""Medium Trend"""
PROD-2025-0579,Premium Organic Makeup Dryer,Beauty & Skincare,Organic Makeup,46233,7189231.5,$143-$168,73.7,Amazon Best Sellers,Trending based on category growth and social media signals.,143,168,155.5,155.5,"""Low Trend"""
PROD-2025-0580,Ergonomic Portable Audio Earbuds,Electronics,Portable Audio,41268,2723688,$33-$99,81.7,Amazon Best Sellers,Trending based on category growth and social media signals.,33,99,66,66,"""Medium Trend"""
PROD-2025-0581,Flex Smart Lighting Vacuum,Home & Garden,Smart Lighting,41537,6604383,$113-$205,74.1,Shopify Trending List,Trending based on category growth and social media signals.,113,205,159,159,"""Low Trend"""
PROD-2025-0582,Organic Menswear Sunglasses,Fashion,Menswear,28300,4825150,$142-$199,71.3,Amazon Best Sellers,Trending based on category growth and social media signals.,142,199,170.5,170.5,"""Low Trend"""
PROD-2025-0583,Minimalist Home Office Decor Cleaner,Home & Garden,Home Office Decor,36752,2774776,$46-$105,81.8,Amazon Best Sellers,Trending based on category growth and social media signals.,46,105,75.5,75.5,"""Medium Trend"""
PROD-2025-0584,Zen Zero-waste Kits Utensils,Eco-Friendly,Zero-waste Kits,99400,9989700,$63-$138,87,Instagram Shop Popular,Trending based on category growth and social media signals.,63,138,100.5,100.5,"""Medium Trend"""
PROD-2025-0585,Premium Online Courses App,Digital Goods,Online Courses,85492,8976660,$55-$155,75.7,Amazon Best Sellers,Trending based on category growth and social media signals.,55,155,105,105,"""Medium Trend"""
PROD-2025-0586,Eco Home Gym Equipment Dumbbell,Fitness,Home Gym Equipment,74856,2994240,$12-$68,84,Google Trends Breakout,Trending based on category growth and social media signals.,12,68,40,40,"""Medium Trend"""
PROD-2025-0587,Glow Smart Baby Monitors Monitor,Baby,Smart Baby Monitors,407454,25262148,$40-$84,93.4,Amazon Best Sellers,Trending based on category growth and social media signals.,40,84,62,62,"""High Trend"""
PROD-2025-0588,Nano Zero-waste Kits Bottle,Eco-Friendly,Zero-waste Kits,76562,6622613,$59-$114,73.6,Amazon Best Sellers,Trending based on category growth and social media signals.,59,114,86.5,86.5,"""Low Trend"""
PROD-2025-0589,Smart Smart Fitness Trackers Band,Fitness,Smart Fitness Trackers,333904,25543656,$54-$99,93.2,Amazon Best Sellers,Trending based on category growth and social media signals.,54,99,76.5,76.5,"""High Trend"""
PROD-2025-0590,Wireless Biodegradable Products Straws,Eco-Friendly,Biodegradable Products,18900,982800,$22-$82,76.3,Shopify Trending List,Trending based on category growth and social media signals.,22,82,52,52,"""Medium Trend"""
PROD-2025-0591,Portable Reusable Packaging Bottle,Eco-Friendly,Reusable Packaging,93654,12830598,$101-$173,84.4,Instagram Shop Popular,Trending based on category growth and social media signals.,101,173,137,137,"""Medium Trend"""
PROD-2025-0592,Vital Organic Makeup Lipstick,Beauty & Skincare,Organic Makeup,61554,3877902,$25-$101,88.6,Google Trends Breakout,Trending based on category growth and social media signals.,25,101,63,63,"""Medium Trend"""
PROD-2025-0593,Zen Fragrances Mask,Beauty & Skincare,Fragrances,437908,18830044,$12-$74,92.1,Instagram Shop Popular,Trending based on category growth and social media signals.,12,74,43,43,"""High Trend"""
PROD-2025-0594,Zen Womenswear Belt,Fashion,Womenswear,71291,6879581.5,$50-$143,74.7,Amazon Best Sellers,Trending based on category growth and social media signals.,50,143,96.5,96.5,"""Low Trend"""
PROD-2025-0595,Vital Home Office Decor Diffuser,Home & Garden,Home Office Decor,27513,4016898,$142-$150,85,Shopify Trending List,Trending based on category growth and social media signals.,142,150,146,146,"""Medium Trend"""
PROD-2025-0596,Zen Wearable Tech Hub,Electronics,Wearable Tech,24228,496674,$16-$25,87.3,Shopify Trending List,Trending based on category growth and social media signals.,16,25,20.5,20.5,"""Medium Trend"""
PROD-2025-0597,Ultra Yoga Gear Dumbbell,Fitness,Yoga Gear,405581,16628821,$16-$66,94.6,Instagram Shop Popular,Trending based on category growth and social media signals.,16,66,41,41,"""High Trend"""
PROD-2025-0598,Zen E-books Course,Digital Goods,E-books,26455,3809520,$111-$177,72.5,Google Trends Breakout,Trending based on category growth and social media signals.,111,177,144,144,"""Low Trend"""
PROD-2025-0599,Smart Eco-friendly Diapers Pacifier,Baby,Eco-friendly Diapers,25834,4908460,$141-$239,73.3,Amazon Best Sellers,Trending based on category growth and social media signals.,141,239,190,190,"""Low Trend"""
PROD-2025-0600,Ultra Digital Planners Preset,Digital Goods,Digital Planners,82292,14154224,$148-$196,70,Instagram Shop Popular,Trending based on category growth and social media signals.,148,196,172,172,"""Low Trend"""
PROD-2025-0601,Portable Personal Care Gadgets Brush,Beauty & Skincare,Personal Care Gadgets,19758,3250191,$127-$202,70.8,Instagram Shop Popular,Trending based on category growth and social media signals.,127,202,164.5,164.5,"""Low Trend"""
PROD-2025-0602,Smart Pet Apparel Bed,Pet,Pet Apparel,61177,2905907.5,$23-$72,74.8,Shopify Trending List,Trending based on category growth and social media signals.,23,72,47.5,47.5,"""Low Trend"""
PROD-2025-0603,Flex Pet Grooming Tools Shampoo,Pet,Pet Grooming Tools,78994,12165076,$138-$170,81.4,Google Trends Breakout,Trending based on category growth and social media signals.,138,170,154,154,"""Medium Trend"""
PROD-2025-0604,Nano Accessories T-Shirt,Fashion,Accessories,161317,10001654,$19-$105,94.6,Google Trends Breakout,Trending based on category growth and social media signals.,19,105,62,62,"""High Trend"""
PROD-2025-0605,Ultra Eco-friendly Diapers Carrier,Baby,Eco-friendly Diapers,40065,5929620,$115-$181,78,Instagram Shop Popular,Trending based on category growth and social media signals.,115,181,148,148,"""Medium Trend"""
PROD-2025-0606,Ergonomic Pet Apparel Feeder,Pet,Pet Apparel,298410,12384015,$19-$64,90.3,Google Trends Breakout,Trending based on category growth and social media signals.,19,64,41.5,41.5,"""High Trend"""
PROD-2025-0607,Minimalist Wearable Tech Adapter,Electronics,Wearable Tech,79332,5592906,$22-$119,73.4,Instagram Shop Popular,Trending based on category growth and social media signals.,22,119,70.5,70.5,"""Low Trend"""
PROD-2025-0608,Aura Zero-waste Kits Kit,Eco-Friendly,Zero-waste Kits,28671,1218517.5,$23-$62,77.2,Instagram Shop Popular,Trending based on category growth and social media signals.,23,62,42.5,42.5,"""Medium Trend"""
PROD-2025-0609,Premium Pet Grooming Tools Carrier,Pet,Pet Grooming Tools,30278,4057252,$84-$184,79.4,Instagram Shop Popular,Trending based on category growth and social media signals.,84,184,134,134,"""Medium Trend"""
PROD-2025-0610,Sustainable Digital Planners Asset,Digital Goods,Digital Planners,47779,3559535.5,$44-$105,77.7,Shopify Trending List,Trending based on category growth and social media signals.,44,105,74.5,74.5,"""Medium Trend"""
PROD-2025-0611,Aura Pet Grooming Tools Brush,Pet,Pet Grooming Tools,87765,4958722.5,$45-$68,79.9,Amazon Best Sellers,Trending based on category growth and social media signals.,45,68,56.5,56.5,"""Medium Trend"""
PROD-2025-0612,Smart Womenswear Jacket,Fashion,Womenswear,81326,5245527,$60-$69,74.7,Amazon Best Sellers,Trending based on category growth and social media signals.,60,69,64.5,64.5,"""Low Trend"""
PROD-2025-0613,Flex Stock Media Masterclass,Digital Goods,Stock Media,58865,6445717.5,$103-$116,72.5,Google Trends Breakout,Trending based on category growth and social media signals.,103,116,109.5,109.5,"""Low Trend"""
PROD-2025-0614,Eco Wearable Tech Case,Electronics,Wearable Tech,35872,6977104,$147-$242,89.1,Google Trends Breakout,Trending based on category growth and social media signals.,147,242,194.5,194.5,"""Medium Trend"""
PROD-2025-0615,Ultra Home Gym Equipment Band,Fitness,Home Gym Equipment,86628,14683446,$138-$201,70.1,Instagram Shop Popular,Trending based on category growth and social media signals.,138,201,169.5,169.5,"""Low Trend"""
PROD-2025-0616,Zen Athleisure Hoodie,Fashion,Athleisure,33521,2480554,$59-$89,77.5,Instagram Shop Popular,Trending based on category growth and social media signals.,59,89,74,74,"""Medium Trend"""
PROD-2025-0617,Eco Menswear Belt,Fashion,Menswear,11617,1126849,$62-$132,70.9,Amazon Best Sellers,Trending based on category growth and social media signals.,62,132,97,97,"""Low Trend"""
PROD-2025-0618,Pure Smart Fitness Trackers Band,Fitness,Smart Fitness Trackers,95594,12761799,$113-$154,87.2,Google Trends Breakout,Trending based on category growth and social media signals.,113,154,133.5,133.5,"""Medium Trend"""
PROD-2025-0619,Premium Charging Solutions Adapter,Electronics,Charging Solutions,80172,3687912,$17-$75,79.1,Google Trends Breakout,Trending based on category growth and social media signals.,17,75,46,46,"""Medium Trend"""
PROD-2025-0620,Pro Interactive Pet Toys Bowl,Pet,Interactive Pet Toys,97550,5023825,$29-$74,86.5,Instagram Shop Popular,Trending based on category growth and social media signals.,29,74,51.5,51.5,"""Medium Trend"""
PROD-2025-0621,Aura Biodegradable Products Utensils,Eco-Friendly,Biodegradable Products,79302,4639167,$51-$66,82.4,Instagram Shop Popular,Trending based on category growth and social media signals.,51,66,58.5,58.5,"""Medium Trend"""
PROD-2025-0622,Sustainable Charging Solutions Earbuds,Electronics,Charging Solutions,17209,2417864.5,$105-$176,73.9,Instagram Shop Popular,Trending based on category growth and social media signals.,105,176,140.5,140.5,"""Low Trend"""
PROD-2025-0623,Smart Korean Skincare Lotion,Beauty & Skincare,Korean Skincare,29823,2937565.5,$89-$108,88.8,Amazon Best Sellers,Trending based on category growth and social media signals.,89,108,98.5,98.5,"""Medium Trend"""
PROD-2025-0624,Smart E-books Asset,Digital Goods,E-books,41795,3260010,$33-$123,71,Shopify Trending List,Trending based on category growth and social media signals.,33,123,78,78,"""Low Trend"""
PROD-2025-0625,Minimalist Home Gym Equipment Bench,Fitness,Home Gym Equipment,83247,5078067,$48-$74,83.9,Amazon Best Sellers,Trending based on category growth and social media signals.,48,74,61,61,"""Medium Trend"""
PROD-2025-0626,Premium Biodegradable Products Straws,Eco-Friendly,Biodegradable Products,81983,12994305.5,$132-$185,76.4,Instagram Shop Popular,Trending based on category growth and social media signals.,132,185,158.5,158.5,"""Medium Trend"""
PROD-2025-0627,Vital Charging Solutions Watch,Electronics,Charging Solutions,60444,1873764,$14-$48,81.6,Amazon Best Sellers,Trending based on category growth and social media signals.,14,48,31,31,"""Medium Trend"""
PROD-2025-0628,Organic Interactive Pet Toys Bowl,Pet,Interactive Pet Toys,83580,9862440,$75-$161,86.7,Shopify Trending List,Trending based on category growth and social media signals.,75,161,118,118,"""Medium Trend"""
PROD-2025-0629,Premium SaaS Subscriptions Template,Digital Goods,SaaS Subscriptions,95876,15723664,$140-$188,82.4,Shopify Trending List,Trending based on category growth and social media signals.,140,188,164,164,"""Medium Trend"""
PROD-2025-0630,Portable Personal Care Gadgets Lotion,Beauty & Skincare,Personal Care Gadgets,68080,987160,$12-$17,84.9,Shopify Trending List,Trending based on category growth and social media signals.,12,17,14.5,14.5,"""Medium Trend"""
PROD-2025-0631,Glow Upcycled Fashion Sponge,Eco-Friendly,Upcycled Fashion,97924,6071288,$42-$82,77.8,Google Trends Breakout,Trending based on category growth and social media signals.,42,82,62,62,"""Medium Trend"""
PROD-2025-0632,Vital Footwear Jacket,Fashion,Footwear,64812,8749620,$93-$177,81.9,Amazon Best Sellers,Trending based on category growth and social media signals.,93,177,135,135,"""Medium Trend"""
PROD-2025-0633,Zen Pet Apparel Bed,Pet,Pet Apparel,429022,20807567,$45-$52,93.2,Instagram Shop Popular,Trending based on category growth and social media signals.,45,52,48.5,48.5,"""High Trend"""
PROD-2025-0634,Nano Zero-waste Kits Kit,Eco-Friendly,Zero-waste Kits,46925,1689300,$29-$43,75.8,Shopify Trending List,Trending based on category growth and social media signals.,29,43,36,36,"""Medium Trend"""
PROD-2025-0635,Vital Womenswear Sunglasses,Fashion,Womenswear,85657,1884454,$13-$31,73,Shopify Trending List,Trending based on category growth and social media signals.,13,31,22,22,"""Low Trend"""
PROD-2025-0636,Vital Educational Toys Diaper,Baby,Educational Toys,12885,901950,$61-$79,78.6,Amazon Best Sellers,Trending based on category growth and social media signals.,61,79,70,70,"""Medium Trend"""
PROD-2025-0637,Pro Phone Accessories Charger,Electronics,Phone Accessories,85532,11717884,$105-$169,82.1,Amazon Best Sellers,Trending based on category growth and social media signals.,105,169,137,137,"""Medium Trend"""
PROD-2025-0638,Portable Smart Home Devices Adapter,Electronics,Smart Home Devices,18485,2236685,$102-$140,87.5,Google Trends Breakout,Trending based on category growth and social media signals.,102,140,121,121,"""Medium Trend"""
PROD-2025-0639,Ergonomic Organic Pet Food Leash,Pet,Organic Pet Food,34362,4570146,$119-$147,81.6,Google Trends Breakout,Trending based on category growth and social media signals.,119,147,133,133,"""Medium Trend"""
PROD-2025-0640,Eco Smart Fitness Trackers Band,Fitness,Smart Fitness Trackers,38808,3997224,$70-$136,78.6,Google Trends Breakout,Trending based on category growth and social media signals.,70,136,103,103,"""Medium Trend"""
PROD-2025-0641,Eco Smart Pet Feeders Feeder,Pet,Smart Pet Feeders,77585,5120610,$17-$115,89.5,Google Trends Breakout,Trending based on category growth and social media signals.,17,115,66,66,"""Medium Trend"""
PROD-2025-0642,Luxe Korean Skincare Oil,Beauty & Skincare,Korean Skincare,66510,7914690,$82-$156,84.4,Instagram Shop Popular,Trending based on category growth and social media signals.,82,156,119,119,"""Medium Trend"""
PROD-2025-0643,Wireless Footwear Bag,Fashion,Footwear,21538,915365,$40-$45,79.5,Shopify Trending List,Trending based on category growth and social media signals.,40,45,42.5,42.5,"""Medium Trend"""
PROD-2025-0644,Ultra Personal Care Gadgets Toner,Beauty & Skincare,Personal Care Gadgets,24513,3958849.5,$118-$205,86.6,Shopify Trending List,Trending based on category growth and social media signals.,118,205,161.5,161.5,"""Medium Trend"""
PROD-2025-0645,Wireless Yoga Gear Tracker,Fitness,Yoga Gear,42521,2444957.5,$28-$87,73.2,Instagram Shop Popular,Trending based on category growth and social media signals.,28,87,57.5,57.5,"""Low Trend"""
PROD-2025-0646,Premium Menswear Hoodie,Fashion,Menswear,69918,12655158,$144-$218,83,Google Trends Breakout,Trending based on category growth and social media signals.,144,218,181,181,"""Medium Trend"""
